score_id,pilot_id,corpus_id,content_type,risk_level,tool_anon,dimension,human_severity,human_notes,ai_severity,ai_notes,correction_note,status
S085,PILOT-008,CS-017,客服话术,Medium,A,Terminology,Neutral,术语核查：本条为电商修改地址指引。shipping address译为收货地址，为电商标准术语；orders section译为订单部分，section非产品正式功能名，译为部分可接受。替换测试：读者能准确找到修改收货地址的入口，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：shipping address 译为收货地址，orders section 译为订单部分。收货地址是中文电商及客服场景的标准术语，符合行业惯例；订单部分作为导航区域指代清晰准确。译文内部术语使用一致，无语义边界偏移或撞车风险。结论：术语译法准确且符合本地化惯例，无术语问题。,,ok
S086,PILOT-008,CS-017,客服话术,Medium,A,Accuracy,Neutral,"原文核心命题完整：用户可以在订单部分修改收货地址。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,"原文命题清单：①用户可以在订单部分更改收货地址。译文表现判定：译文""您可以在订单部分更改收货地址""完整、准确地传达了原文全部命题内容，无遗漏、增添或扭曲。""shipping address""译为""收货地址""符合中文电商本地化惯例，""orders section""译为""订单部分""语义对应准确。增译类型标注：无。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：无术语误译导致心理模型偏移的情况。结论：Neutral。",,ok
S087,PILOT-008,CS-017,客服话术,Medium,A,Locale Conventions,Neutral,本条为修改收货地址指引，不含货币、日期、数字格式等locale敏感元素。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文为纯文本客服话术，不包含数字、货币、日期时间、度量单位或特殊标点符号等需本地化的数据类元素。偏离说明：未发现任何格式层面的偏离。三问路径：Q1判定，读者阅读流畅，完全无需停顿或感知异样；Q2不适用。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S088,PILOT-008,CS-017,客服话术,Medium,A,Audience Appropriateness,Neutral,使用您加更改收货地址，为中文电商标准表达。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文使用'您'作为称呼，符合中文客服话术的礼貌规范与行业惯例（行业观察：电商及服务平台客服均使用敬语）。'订单部分'与'收货地址'均为中文电商场景标准表达，语域正式且自然。三问路径：Q1判定，目标受众阅读时无需停顿，表达流畅且符合预期；Q2不适用。维度交叉备注：无术语或格式问题涉及本维度。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S089,PILOT-008,CS-017,客服话术,Medium,B,Terminology,Neutral,术语核查：本条为电商修改地址指引。shipping address译为收货地址，为电商标准术语；orders section译为订单部分，可接受。替换测试：读者能准确找到修改收货地址的入口，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：原文包含 shipping address 与 orders section 两个核心术语。译文分别处理为收货地址与订单部分。shipping address 在中文电商及跨境物流语境中，当指代买家接收货物地点时，行业惯例译法确为收货地址，语义边界准确未扩大或缩小。orders section 译为订单部分符合通用 UI 导航命名习惯，表意清晰。全文术语前后一致，未发现撞车或误译。替换测试：目标受众阅读收货地址与订单部分时无认知阻碍，无需回溯原文即可定位功能入口。三问路径：Q1 判定为无需停顿，直接定级 Neutral。结论：术语译法准确且符合行业惯例，无术语问题。,,ok
S090,PILOT-008,CS-017,客服话术,Medium,B,Accuracy,Neutral,"原文核心命题完整：用户可以在订单部分修改收货地址。译文表述与原文语义一一对应，无增删。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,"原文命题清单：①用户可以在订单部分更改收货地址。译文表现判定：译文""您可以在订单部分更改收货地址""完整、准确地传达了原文的全部命题内容，无遗漏、增添或扭曲。""shipping address""译为""收货地址""符合中文电商及客服场景惯例，""orders section""译为""订单部分""表意清晰准确。增译类型标注：无。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：无术语误译或命题偏移。结论：Neutral。",,ok
S091,PILOT-008,CS-017,客服话术,Medium,B,Locale Conventions,Neutral,本条为修改收货地址指引，不含货币、日期、数字格式等locale敏感元素。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文为纯文本客服话术，不包含数字、货币、日期时间、度量单位等需本地化的数据类元素。标点符号使用中文全角句号，符合简体中文排版规范。偏离说明：未发现任何格式层面的偏离。三问路径：Q1判定，读者阅读流畅，无需停顿辨析；Q2不适用。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S092,PILOT-008,CS-017,客服话术,Medium,B,Audience Appropriateness,Neutral,使用您加更改收货地址，为中文电商标准表达。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文使用'您'作为称呼，符合中文客服话术的礼貌规范与行业惯例（行业观察：主流电商及服务平台客服均使用'您'）。'订单部分'与'收货地址'均为中文电商场景标准表达，语域正式且自然。三问路径：Q1判定，目标受众阅读时无需停顿，表达流畅且符合预期；Q2不适用。维度交叉备注：无术语或格式问题涉及本维度。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S093,PILOT-008,CS-017,客服话术,Medium,C,Terminology,Neutral,术语核查：本条为电商修改地址指引。shipping address译为收货地址，为电商标准术语；orders section译为订单页面，以页面表达界面区域，可接受。替换测试：读者能准确找到修改收货地址的入口，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：原文包含 shipping address 与 orders section 两个核心术语。译文将 shipping address 译为收货地址，符合中国大陆电商及物流行业通用惯例；将 orders section 译为订单页面，在客服话术语境下准确传达了功能入口位置，且符合中文 UI 本地化习惯。译文内部术语使用统一，无语义边界缩小或扩大问题。替换测试：目标用户阅读时无认知阻碍，无需回溯原文即可准确理解操作路径。三问路径：Q1 判定为无需停顿，直接定级 Neutral。结论：术语译法准确且符合行业惯例，无术语问题。,,ok
S094,PILOT-008,CS-017,客服话术,Medium,C,Accuracy,Neutral,"原文核心命题完整：用户可以在订单部分修改收货地址。""订单页面""与""订单部分""为同义表达，""修改""与""更改""为同义表达，命题无损。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,"原文命题清单：①用户可以在订单区域修改收货地址。译文表现判定：译文""您可以在订单页面修改收货地址""完整对应原文全部命题内容。""orders section""译为""订单页面""符合中文 UI 本地化惯例，指代明确；""shipping address""译为""收货地址""准确无误。未发现命题性增译或漏译。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：无术语误译导致心理模型偏移的情况。结论：Neutral。",,ok
S095,PILOT-008,CS-017,客服话术,Medium,C,Locale Conventions,Neutral,本条为修改收货地址指引，不含货币、日期、数字格式等locale敏感元素。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文为纯文本短句，不包含数字、货币、日期时间、度量单位或特殊标点符号等需本地化的数据类元素。偏离说明：未发现任何格式层面的偏离，'订单页面'与'收货地址'均为简体中文标准表达，排版符合中文习惯。三问路径：Q1判定，读者阅读流畅，完全无需停顿或感知异样。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S096,PILOT-008,CS-017,客服话术,Medium,C,Audience Appropriateness,Neutral,修改收货地址中修改与更改为同义表达，均为中文常用词。无称呼语不影响电商指引的清晰度。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文使用'您'作为称呼，符合中文客服话术的礼貌规范与行业惯例（行业观察：主流电商及服务平台客服均使用'您'）。'订单页面''修改收货地址'均为中文互联网产品标准表达，语域正式且自然。三问路径：Q1判定，目标受众阅读时无需停顿，表达完全符合中文客服场景预期。维度交叉备注：无术语或格式问题涉及本维度。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S097,PILOT-009,CS-013,客服话术,Medium,A,Terminology,Major,术语问题：GitHub Actions译为操作。正确处理：GitHub Actions是产品专名，行业惯例为保留Actions英文形式，不应译为通用词操作。替换测试：中文开发者读到操作缓存存储无法识别指涉对象，将产品功能与一般操作混淆，心理模型偏移，测试不通过。三问路径：Q1判定，需停顿辨析；Q2判定，无实际代价。维度交叉备注：替换测试不通过，按规则Accuracy维度独立评估命题完整性。结论：Major。类型标注：产品专有名词未保留。,Major,术语问题：GitHub Actions 被译为通用词“操作”。正确译法：GitHub Actions 是产品专名，行业惯例及官方文档均保留英文 Actions 或全称 GitHub Actions，不应意译为“操作”。替换测试：中文开发者读到“操作缓存存储”时，心理模型指向一般性动作而非特定产品功能，无法识别该配额归属，测试不通过。三问路径：Q1 判定需停顿辨析，因术语丢失导致指涉不明；Q2 判定无实际代价，属理解障碍而非功能性误导。维度交叉备注：此问题同时涉及 Accuracy 维度的命题完整性，但本维度仅评估术语译法。结论：Major。类型标注：产品专有名词未保留。,,ok
S098,PILOT-009,CS-013,客服话术,Medium,A,Accuracy,Neutral,"原文含三个核心命题，全部准确传达：①Actions缓存存储为每个仓库提供10GB独立配额；②该配额不与工件（Artifacts）共享；③该配额不与GitHub Packages共享。译文将""Actions""翻译为""操作""，属于产品专有名词未保留的术语失准，但在命题层面，配额数值、独立性、不共享规则均正确传达，用户仍能理解所指的配额规则。
三问路径：Q1，读者无需停顿（上下文已明确是GitHub文档） → 定级 Neutral。
维度备注：""Actions""译为""操作""的术语失准记入Terminology维度（Major），Accuracy维度不扣分。",Neutral,"原文命题清单：①Actions cache storage 是每个仓库 10 GB 的独立额度；②该缓存存储不与 artifacts 或 GitHub Packages 共享。译文表现判定：命题①中""separate allowance""译为""独立配额""，准确传达了独立且不共享的含义；""per repository""译为""每个仓库""，准确。命题②中""not shared with artifacts or GitHub Packages""译为""不与工件或 GitHub Packages 共享""，信息完整无遗漏。增译类型标注：无命题性增译或修辞性增译。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：""Actions""译为""操作""、""artifacts""译为""工件""属于术语选择范畴，经替换测试，读者看到译文后仍能正确理解存储额度的独立性、数值及不共享关系，核心命题内容无损，归 Terminology 维度评估，Accuracy 不扣分。结论：Neutral。",,ok
S099,PILOT-009,CS-013,客服话术,Medium,A,Locale Conventions,Neutral,10 GB为存储容量表达，GB为国际通用单位缩写，数字加空格加单位格式在中文技术文本中可接受。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文涉及度量单位'10 GB'。根据 GB/T 3102.6-1993《量和单位》及中文科技出版惯例，数值与单位符号之间应留有空格，译文'10 GB'符合该规范；单位符号'GB'大小写正确。其余文本无数字、货币、日期或标点排版等敏感格式元素。三问路径：Q1判定，读者阅读流畅，格式完全符合简体中文技术文档惯例，无需停顿辨析；Q2不适用。结论：Neutral，未发现格式偏离。,,ok
S100,PILOT-009,CS-013,客服话术,Medium,A,Audience Appropriateness,Neutral,技术文档风格，面向开发者受众。语言中性客观，无称呼语为技术文档惯例，适切。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文准确传达了 GitHub Actions 缓存存储的配额限制与隔离机制，用词符合中文技术文档规范。语域/文化偏离说明：'独立配额'对应 'separate allowance'、'工件'对应 'artifacts' 均为开发者社区通用术语（行业观察），语气客观专业，无语域失配或文化敏感问题。三问路径：Q1判定，目标受众阅读流畅，无需停顿辨析；Q2不适用。维度交叉备注：本维度仅评估受众适配性，不涉及术语准确性评判。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S101,PILOT-009,CS-013,客服话术,Medium,B,Terminology,Neutral,术语核查：本条为GitHub Actions缓存说明。Actions保留英文专名，处理正确；repository译为存储库，为GitHub官方简体中文文档在用译法之一，官方物料中存储库与仓库混用（依据：docs.github.com/zh导航创建和管理存储库及正文用例）；artifacts译为构件，同为官方在用译法，工件、构件、制品混用，不计扣分。替换测试：开发者能准确理解缓存配额归属，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：Actions 保留英文形式，符合 GitHub 产品专名惯例；缓存存储空间对应 cache storage，准确且前后一致；存储库对应 repository，为 GitHub 官方简体中文标准译法；构件对应 artifacts，为 GitHub 官方简体中文标准译法；GitHub Packages 保留英文，符合品牌词规范。术语问题：未发现偏离或错误。正确译法：当前译文所有术语均符合官方文档及行业惯例。替换测试：目标受众阅读流畅，术语指涉清晰，无歧义。三问路径：Q1 判定为无需停顿，直接定级 Neutral。维度交叉备注：本维度仅评估术语，不涉及句子通顺度或命题准确性。结论：Neutral。类型标注：无术语问题。,,ok
S102,PILOT-009,CS-013,客服话术,Medium,B,Accuracy,Neutral,"原文含三个核心命题，全部准确传达：①Actions缓存存储为每个仓库提供10GB独立配额；②该配额不与工件（Artifacts）共享；③该配额不与GitHub Packages共享。""构件""为Artifacts的中文译法，术语选择问题归入Terminology维度，命题内容无损。
三问路径：Q1，读者无需停顿 → 定级 Neutral。
维度备注：术语问题归Terminology维度。",Neutral,"原文命题清单：①Actions 缓存存储是每个仓库独立的 10 GB 配额；②该缓存存储不与 artifacts 或 GitHub Packages 共享。译文表现判定：命题①中""separate allowance""译为""独立的...额度""，""per repository""译为""每个存储库""，数值与单位准确对应；命题②中""not shared with""译为""不与...共享""，对象""artifacts""和""GitHub Packages""完整保留且译名符合中文技术文档惯例。增译类型标注：未发现命题性增译或修辞性增译。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：术语选择（allowance→额度、artifacts→构件）经替换测试通过，读者对配额独立性和不共享机制的理解与原文一致，属 Terminology 维度范畴，Accuracy 不扣分。结论：译文完整准确传达原文全部命题内容，无偏离。",,ok
S103,PILOT-009,CS-013,客服话术,Medium,B,Locale Conventions,Neutral,10 GB为存储容量表达，GB为国际通用单位缩写，数字加空格加单位格式在中文技术文本中可接受。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文涉及度量单位'10 GB'。根据中文科技文本排版惯例及 GB/T 3102-1993《量和单位》相关实践，数值与单位符号之间保留一个半角空格（10 GB）是标准写法，且 GB 大小写正确。数字'10'使用半角阿拉伯数字符合规范。未发现货币、日期、标点等其他敏感格式元素。三问路径：Q1 判定，读者阅读流畅，格式完全符合简体中文技术文档惯例，无需停顿；Q2 不适用。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S104,PILOT-009,CS-013,客服话术,Medium,B,Audience Appropriateness,Neutral,技术文档风格，面向开发者受众。语言中性客观，无称呼语为技术文档惯例，适切。构件为GitHub官方在用译法之一，不构成理解障碍。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文准确传达了 GitHub Actions 缓存存储的技术限制信息，语域正式、客观，符合开发者文档与技术支持场景的沟通规范。语域/文化偏离说明：'额度''构件'等用词贴合中文技术社区习惯，无口语化或游戏化倾向，不存在文化隐喻或敏感内容。三问路径：Q1判定，目标受众阅读时无需停顿辨析，理解即时完成；Q2不适用。维度交叉备注：本维度仅评估受众适配性，不涉及术语准确性或格式问题。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S105,PILOT-009,CS-013,客服话术,Medium,C,Terminology,Neutral,术语核查：本条为GitHub Actions缓存说明。Actions保留英文专名，处理正确；repository译为仓库，为GitHub官方简体中文文档在用译法之一，官方物料中存储库与仓库混用（依据：docs.github.com/zh）；artifacts译为构件，同为官方在用译法，不计扣分。替换测试：开发者能准确理解缓存配额归属，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：Actions 保留英文形式，符合 GitHub 产品专名惯例；GitHub Packages 保留英文，准确；artifacts 译为构件，系 GitHub 官方简体中文文档标准译法；allowance 译为配额，在存储限额语境下语义精准且符合行业惯例。术语一致性：单条译文内缓存存储、构件等术语前后统一，无歧义。替换测试：目标受众为开发者，读到构件与 GitHub Packages 可无缝识别对应功能，无需额外认知负荷。三问路径：Q1 判定无需停顿，直接定级 Neutral。结论：术语译法准确、一致且符合官方惯例，无术语问题。,,ok
S106,PILOT-009,CS-013,客服话术,Medium,C,Accuracy,Neutral,"原文含三个核心命题，全部准确传达：①Actions缓存存储为每个仓库提供10GB独立配额；②该配额不与工件（Artifacts）共享；③该配额不与GitHub Packages共享。""单独享有""准确对应原文""separate allowance""。""构件""为Artifacts的中文译法，术语选择问题归入Terminology维度，命题内容无损。
三问路径：Q1，读者无需停顿 → 定级 Neutral。
维度备注：术语问题归Terminology维度。",Neutral,"原文命题清单：①Actions 缓存存储是每个仓库独立的额度；②该额度大小为 10 GB；③缓存存储不与 artifacts 共享；④缓存存储不与 GitHub Packages 共享。译文表现判定：命题①中 separate allowance 译为""单独享有的配额""，准确传达独立性与额度属性；命题②""10 GB per repository""译为""每个仓库...10 GB""，数值与单位对应无误；命题③④中 not shared with artifacts or GitHub Packages 译为""不会与构件或 GitHub Packages 共享""，否定关系与对象完整保留。增译类型标注：未发现命题性增译或修辞性增译。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：artifacts 译为""构件""为术语选择，替换测试通过（读者仍能理解其为构建产物且不与缓存共享），属 Terminology 维度，Accuracy 不扣分。结论：Neutral。",,ok
S107,PILOT-009,CS-013,客服话术,Medium,C,Locale Conventions,Neutral,10 GB为存储容量表达，GB为国际通用单位缩写，数字加空格加单位格式在中文技术文本中可接受。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文涉及度量单位'10 GB'。根据中文科技文本排版惯例及主流云服务商文档规范，数值与英文单位符号之间保留半角空格（如'10 GB'）属于标准写法，符合简体中文本地化规范。其余数字、标点均符合目标地区惯例。三问路径：Q1判定，读者阅读流畅，无任何格式异样感；Q2不适用。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S108,PILOT-009,CS-013,客服话术,Medium,C,Audience Appropriateness,Neutral,技术文档风格，面向开发者受众。语言中性客观，无称呼语为技术文档惯例，适切。构件为官方在用译法之一，不构成理解障碍。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文准确传达了 GitHub Actions 缓存存储的配额限制与隔离机制，用词符合中文技术文档规范。语域/文化偏离说明：'单独享有的配额'与'不会与...共享'均为中文开发者文档中描述资源分配的标准表达，语气专业客观，无口语化或过度营销痕迹；'构件'为 artifacts 在 CI/CD 领域的通用译法（行业观察）。三问路径：Q1判定，目标受众阅读流畅，无需停顿辨析，理解即时完成。维度交叉备注：本维度仅评估受众适配性，术语规范性归 Terminology 维度。结论：内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S109,PILOT-010,CS-005,客服话术,Low,A,Terminology,Neutral,术语核查：本条为信用卡账单周期说明。credit card译为信用卡，billing cycle译为账单周期，均为金融行业通行术语。替换测试：读者能准确理解账单周期概念，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：原文核心术语 credit card billing cycle 译为信用卡账单周期，符合中国大陆金融及支付行业通用译法；cycle 在后句简称为周期，指代清晰且前后一致。未发现产品专名、品牌词或特殊功能名需要保留英文的情况。语义边界检查：译文准确传达了账单周期的时长范围与浮动属性，未出现术语含义缩小或扩大。三问路径：Q1判定，读者阅读流畅，术语认知无阻碍，无需停顿。结论：术语译法准确、一致且符合行业惯例，无术语维度问题。类型标注：无术语问题。,,ok
S110,PILOT-010,CS-005,客服话术,Low,A,Accuracy,Neutral,"原文核心命题全部准确：计费周期为28至31天、天数可变、约等于一个月。""通常应大约为""措辞略冗余，但不影响含义传达。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,原文命题清单：①信用卡账单周期通常持续28至31天；②每个周期的天数可能变化；③周期长度应大致为一个月。译文表现判定：译文完整、准确地传达了上述三个命题，数字范围、频率副词及近似表达均与原文对应无误。增译类型标注：无命题性或修辞性增译。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：无术语误译或风格偏差影响准确性。结论：Neutral。,,ok
S111,PILOT-010,CS-005,客服话术,Low,A,Locale Conventions,Neutral,28到31天中到为中文口语化范围表达，表达准确。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：数字范围表达。译文'28 到 31 天'采用中文标准范围表达方式，数字与汉字之间保留空格符合中文排版惯例。偏离说明：未发现格式偏离，'28 到 31'与'28 至 31'均为标准中文格式，前者口语化后者书面化，不构成规范违反。三问路径：Q1判定，读者阅读流畅，完全无需停顿或感知异样；Q2不适用。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S112,PILOT-010,CS-005,客服话术,Low,A,Audience Appropriateness,Neutral,消费者金融知识类文本。通常应大约为措辞略冗余但仍属自然中文，面向普通消费者语言通俗易懂。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文准确传达了信用卡账单周期的时长说明，用词符合中文金融科普与客服话术规范。语域/文化偏离说明：'账单周期''持续''大约为一个月'均为中文金融领域标准表达，语气客观中立，无口语化或过度营销渲染，符合目标受众对专业信息的阅读预期。三问路径：Q1判定，读者阅读流畅，无需停顿辨析；Q2不适用。维度交叉备注：未发现术语或格式问题。结论：内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S113,PILOT-010,CS-005,客服话术,Low,B,Terminology,Neutral,术语核查：本条为信用卡账单周期说明。credit card译为信用卡，billing cycle译为账单周期，均为金融行业通行术语。替换测试：读者能准确理解账单周期概念，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：原文核心术语 'credit card billing cycle' 译为'信用卡账单周期'，符合中国大陆金融及支付行业通用译法；'cycle' 在第二句承前省略译为'周期'，前后指代一致且语义准确。未发现术语误译、一致性缺失或语义边界偏移问题。结论：术语译法准确且译文内一致，无术语问题。,,ok
S114,PILOT-010,CS-005,客服话术,Low,B,Accuracy,Neutral,"原文核心命题全部准确：计费周期为28至31天、天数可变、约等于一个月。""大致为一个月""简洁准确。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,原文命题清单：①信用卡账单周期通常持续28至31天；②每个周期的天数可能变化；③周期长度大致为一个月。译文表现判定：译文完整、准确地传达了上述三个命题，数值范围（28到31天）、频率副词（通常/大致）及逻辑关系均与原文一致，无遗漏、增添或扭曲。增译类型标注：无。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：未发现术语误译或风格问题。结论：Neutral。,,ok
S115,PILOT-010,CS-005,客服话术,Low,B,Locale Conventions,Neutral,28到31天中到为中文口语化范围表达，表达准确。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：数字范围表达。译文'28 到 31 天'采用中文标准范围表达方式，数字与单位之间保留空格符合中文排版惯例。偏离说明：未发现格式偏离，'28 到 31'与'28 至 31'均为标准中文格式，前者口语化后者书面化，不构成规范违反。三问路径：Q1判定，读者阅读流畅，完全无需停顿或感知异样；Q2不适用。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S116,PILOT-010,CS-005,客服话术,Low,B,Audience Appropriateness,Neutral,大致为一个月简洁通俗，面向普通消费者无理解障碍。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文准确传达了信用卡账单周期的时长说明，用词符合中文金融科普与客服话术规范。语域/文化偏离说明：'账单周期''大致为一个月'等表达均为中文银行业务标准用语，语气客观中立，无口语化或过度营销渲染，符合目标受众对金融信息的专业度预期。三问路径：Q1判定，读者阅读流畅，无需停顿辨析；Q2不适用。维度交叉备注：未发现术语或格式问题。结论：内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S117,PILOT-010,CS-005,客服话术,Low,C,Terminology,Neutral,术语核查：本条为信用卡账单周期说明。credit card译为信用卡，billing cycle译为账单周期，均为金融行业通行术语。替换测试：读者能准确理解账单周期概念，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：原文核心术语 credit card billing cycle 译为「信用卡账单周期」，符合中国大陆金融及支付行业通用译法；cycle 在后句承前省略译为「周期」，前后指代一致且语义边界准确。未发现产品专名、品牌词或需特殊处理的行业术语。译文内术语统一，无撞车风险，无语义扩大或缩小。结论：术语译法准确且一致，无术语问题。,,ok
S118,PILOT-010,CS-005,客服话术,Low,C,Accuracy,Neutral,"原文核心命题全部准确：计费周期为28至31天、天数可变、约等于一个月。""28至31天""使用""至""字更正式。""可能""与原文""can""相比略软化，但不改变信息内容。
三问路径：Q1，读者无需停顿 → 定级 Neutral",Neutral,"原文命题清单：①信用卡账单周期通常持续28至31天；②每个周期的天数可能会变化；③但大致应为一个月。译文表现判定：译文""信用卡账单周期通常为 28 至 31 天""准确对应命题①；""每个周期的天数可能有所变化""准确对应命题②；""但大致为一个月""准确对应命题③。所有命题内容完整传达，无增译、漏译或扭曲。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：未发现术语误译或风格问题。结论：Neutral。",,ok
S119,PILOT-010,CS-005,客服话术,Low,C,Locale Conventions,Neutral,28至31天中至为中文书面语范围表达，比到更正式，均为标准中文格式。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：数字范围表达。译文将原文'28 to 31 days'译为'28 至 31 天'，使用中文书面语连接词'至'及标准单位'天'，数字与单位间保留空格符合中文排版惯例。偏离说明：未发现任何格式偏离，'28 至 31 天'完全符合简体中文正式文本规范。三问路径：Q1判定，读者阅读流畅，无任何格式异样感，定级Neutral；Q2不适用。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S120,PILOT-010,CS-005,客服话术,Low,C,Audience Appropriateness,Neutral,大致为一个月简洁通俗。28至31天比28到31天更书面化，在金融说明文本中适切。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文准确传达了信用卡账单周期的时长说明，用词符合中文金融科普与客服场景的规范表达。语域/文化偏离说明：'账单周期''大致为一个月'均为中文银行业务标准术语与惯用描述（行业观察：各大银行官网及信用卡章程均使用此表述），语气客观中立，无口语化或过度营销渲染，符合目标受众对金融信息的阅读预期。三问路径：Q1判定，读者阅读流畅，无需停顿辨析；Q2不适用。维度交叉备注：未发现术语或格式问题。结论：内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
